"ID";"TypologieCode";"BostypeCode";"SPECIES_NR";"Freq";"KarBed";"IndVal"
9816;"T3";"I2a";690;0,01;1,40;2,005021e-03
9817;"T3";"I4";690;0,01;1,00;4,615188e-03
9818;"T3";"I6";690;0,04;2,00;7,27815e-03
9819;"T3";"J1";690;6,060606e-03;1,00;4,883131e-04
9820;"T3";"J3";690;0,01;1,00;1,219328e-03
9821;"T3";"A";700;0,01;1,00;3,188682e-04
9822;"T3";"D1";700;4,901961e-03;2,00;5,404239e-05
9823;"T3";"D2";700;0,07;2,26;0,02
9824;"T3";"D3";700;0,01;5,50;9,476206e-04
9825;"T3";"D5";700;8,96861e-03;1,50;1,562502e-04
9826;"T3";"D6";700;5,063291e-03;5,50;9,634715e-05
9827;"T3";"E2";700;0,05;2,00;3,458113e-03
9828;"T3";"G4";700;4,504505e-03;2,00;8,086528e-05
9829;"T3";"H2b";700;5,586592e-03;1,00;1,657796e-04
9830;"T3";"C3";702;0,03;4,25;6,173309e-05
9831;"T3";"D1";702;0,17;13,68;1,798593e-03
9832;"T3";"D2";702;0,02;7,08;8,801084e-05
9833;"T3";"D3";702;6,711409e-03;2,00;6,436308e-06
9834;"T3";"D4";702;0,65;12,17;0,01
9835;"T3";"D5";702;0,43;20,95;0,01
9836;"T3";"D6";702;0,67;20,39;0,04
9837;"T3";"E1";702;0,08;4,50;9,191173e-04
9838;"T3";"F";702;0,07;10,00;1,535665e-04
9839;"T3";"G1a";702;0,90;39,79;0,10
9840;"T3";"G1b";702;0,76;16,31;0,05
9841;"T3";"G2a";702;0,78;11,03;0,06
9842;"T3";"G2b";702;0,43;11,21;0,03
9843;"T3";"G3";702;0,33;4,34;0,02
9844;"T3";"G4";702;0,71;15,24;0,05
9845;"T3";"H1";702;0,19;6,28;7,044053e-03
9846;"T3";"H2a";702;0,18;2,43;7,4156e-03
9847;"T3";"H2b";702;0,24;5,15;8,719644e-03
9848;"T3";"H3a";702;0,02;4,25;6,376506e-05
9849;"T3";"H3b";702;0,01;1,00;5,405705e-05
9850;"T3";"I1";702;0,01;3,26;1,354633e-04
9851;"T3";"I2c";702;1,626016e-03;2,00;4,596128e-07
9852;"T3";"I6";702;9,90099e-03;2,00;6,275956e-06
9853;"T3";"C1";708;0,07;5,75;3,805162e-03
9854;"T3";"D1";708;0,05;1,00;4,571007e-03
9855;"T3";"D2";708;0,05;2,00;6,395456e-03
9856;"T3";"D3";708;0,01;1,00;5,566078e-04
9857;"T3";"D5";708;0,04;1,20;2,294433e-03
9858;"T3";"D6";708;0,01;1,20;3,536989e-04
9859;"T3";"E2";708;0,05;2,00;2,031206e-03
9860;"T3";"I1";708;4,192872e-03;1,00;2,082627e-04
9861;"T3";"I3";708;5,464481e-03;2,00;1,485983e-04
9862;"T3";"A";715;0,01;1,00;1,339919e-03
9863;"T3";"D1";715;9,803922e-03;1,50;9,083679e-04
9864;"T3";"D2";715;0,01;2,00;3,40315e-03
9865;"T3";"C1";723;0,25;1,14;0,04
9866;"T3";"C2";723;0,05;11,33;2,047627e-03
9867;"T3";"C3";723;0,02;21,00;4,793686e-04
9868;"T3";"J3";723;0,01;3,00;5,225299e-04
9869;"T3";"A";736;0,15;1,50;0,02
9870;"T3";"D2";736;0,01;1,60;5,91009e-04
9871;"T3";"I1";736;1,048218e-03;1,00;2,328732e-05
9872;"T3";"I3";736;5,464481e-03;2,00;2,658531e-04
9873;"T3";"D2";745;2,409639e-03;1,00;5,574863e-05
9874;"T3";"I1";745;1,048218e-03;2,00;5,491609e-05
9875;"T3";"I3";745;5,464481e-03;1,00;6,269339e-04
9876;"T3";"I6";745;0,05;1,83;0,02
9877;"T3";"J1";745;6,060606e-03;3,00;9,601914e-04
9878;"T3";"C3";750;0,01;1,00;1,477236e-04
9879;"T3";"D1";750;0,09;2,05;5,073362e-03
9880;"T3";"D2";750;0,02;1,90;7,078656e-04
9881;"T3";"D3";750;0,03;1,00;1,54017e-03
9882;"T3";"D4";750;0,02;1,00;1,903102e-04
9883;"T3";"D5";750;0,14;1,78;0,01
9884;"T3";"D6";750;0,08;2,50;7,240871e-03
9885;"T3";"E1";750;0,08;2,00;8,797569e-03
9886;"T3";"E2";750;0,06;2,80;1,405119e-03
9887;"T3";"F";750;0,07;3,00;1,469902e-03
9888;"T3";"G2a";750;0,06;2,00;3,75177e-03
9889;"T3";"G4";750;4,504505e-03;1,00;2,102888e-05
9890;"T3";"D2";756;0,01;7,14;5,055993e-03
9891;"T3";"D3";756;0,01;2,00;4,346438e-03
9892;"T3";"I6";756;9,90099e-03;2,00;1,059538e-03
9893;"T3";"C1";759;0,01;4,00;7,903266e-06
9894;"T3";"C2";759;0,06;2,50;1,315657e-04
9895;"T3";"C3";759;0,29;2,24;3,794962e-03
9896;"T3";"D1";759;0,12;1,76;6,592997e-04
9897;"T3";"D2";759;0,01;1,80;1,097791e-05
9898;"T3";"D3";759;0,24;2,97;5,993048e-03
9899;"T3";"D4";759;0,18;1,00;9,142316e-04
9900;"T3";"D5";759;0,35;1,67;4,758641e-03
9901;"T3";"D6";759;0,24;2,02;4,423751e-03
9902;"T3";"E1";759;0,04;1,00;1,650885e-04
9903;"T3";"E2";759;0,02;2,00;1,687514e-05
9904;"T3";"F";759;0,28;1,75;1,765316e-03
9905;"T3";"G1a";759;0,24;2,84;5,48582e-03
9906;"T3";"G1b";759;0,09;2,00;6,153174e-04
9907;"T3";"G2a";759;0,56;4,59;0,02
9908;"T3";"G2b";759;0,35;2,52;0,01
9909;"T3";"G3";759;0,58;3,13;0,04
9910;"T3";"G4";759;0,49;4,92;0,01
9911;"T3";"H1";759;0,52;4,36;0,03
9912;"T3";"H2a";759;0,11;2,90;2,081193e-03
9913;"T3";"H2b";759;0,74;5,48;0,05
9914;"T3";"H3a";759;0,78;8,44;0,06
9915;"T3";"H3b";759;0,28;3,22;0,01
9916;"T3";"H3c";759;0,14;5,28;2,914469e-03
9917;"T3";"I1";759;0,31;3,27;0,03
9918;"T3";"I2a";759;0,44;6,96;0,02
9919;"T3";"I2b";759;0,14;3,51;2,560069e-03
9920;"T3";"I2c";759;0,11;3,42;1,759721e-03
9921;"T3";"I2d";759;0,13;2,39;3,300532e-03
9922;"T3";"I2e";759;0,04;5,50;7,321935e-05
9923;"T3";"I3";759;0,25;2,93;0,01
9924;"T3";"I4";759;0,05;3,33;6,433345e-04
9925;"T3";"I6";759;0,21;5,36;2,182384e-03
9926;"T3";"J1";759;0,29;4,02;0,01
9927;"T3";"J2";759;0,23;1,16;6,435829e-03
9928;"T3";"J3";759;0,37;2,36;6,81762e-03
9929;"T3";"F";760;0,21;1,66;0,04
9930;"T3";"G4";760;4,504505e-03;2,00;6,527809e-05
9931;"T3";"H3a";760;5,076142e-03;2,00;1,184148e-04
9932;"T3";"I1";760;1,048218e-03;1,00;1,788884e-05
9933;"T3";"I2d";760;3,448276e-03;1,00;9,452657e-05
9934;"T3";"C2";763;0,01;3,00;4,616837e-04
9935;"T3";"C3";763;0,03;2,00;3,151742e-03
9936;"T3";"D1";763;0,02;2,16;2,132195e-03
9937;"T3";"H2a";763;0,01;2,00;1,168514e-03
9938;"T3";"I3";763;5,464481e-03;1,00;2,772611e-04
9939;"T3";"I6";763;9,90099e-03;2,00;2,531673e-04
9940;"T3";"J3";763;0,05;2,00;9,543105e-03
9941;"T3";"A";766;0,01;2,00;1,183817e-04
9942;"T3";"D2";766;2,409639e-03;1,00;8,351887e-06
9943;"T3";"D3";766;0,01;1,50;3,518096e-04
9944;"T3";"D5";766;4,484305e-03;1,00;1,45022e-05
9945;"T3";"E2";766;0,01;1,00;8,024027e-05
9946;"T3";"G3";766;0,01;1,00;4,656111e-04
9947;"T3";"G4";766;4,504505e-03;1,00;3,00217e-05
9948;"T3";"H2b";766;0,02;1,00;9,847462e-04
9949;"T3";"H3a";766;0,03;2,14;2,668516e-03
9950;"T3";"H3c";766;0,21;2,70;0,11
9951;"T3";"I1";766;0,01;1,38;1,39039e-03
9952;"T3";"I2a";766;0,01;2,20;5,906481e-04
9953;"T3";"I2b";766;8,219178e-03;1,33;1,620662e-04
9954;"T3";"I2c";766;4,878049e-03;2,66;5,652565e-05
9955;"T3";"I2d";766;6,896552e-03;1,50;1,738929e-04
9956;"T3";"I2e";766;0,01;1,00;8,703839e-05
9957;"T3";"I6";766;0,07;2,25;5,488717e-03
9958;"T3";"J1";766;0,01;14,33;1,294645e-03
9959;"T3";"G4";769;0,02;2,00;2,938151e-03
9960;"T3";"H2b";769;0,04;5,62;0,01
9961;"T3";"H3a";769;0,05;4,09;0,02
9962;"T3";"I1";769;1,048218e-03;1,00;3,220689e-05
9963;"T3";"I2b";769;2,739726e-03;3,00;7,049342e-05
9964;"T3";"C3";770;4,0e-03;1,00;2,368464e-06
9965;"T3";"D1";770;0,01;2,66;3,244652e-05
9966;"T3";"D5";770;0,02;1,40;6,514656e-05
9967;"T3";"D6";770;0,03;1,78;3,149386e-04
9968;"T3";"G1a";770;0,05;2,00;9,984356e-04
9969;"T3";"G2a";770;0,16;2,27;7,278444e-03
9970;"T3";"G2b";770;0,09;3,00;4,366505e-03
9971;"T3";"G3";770;0,09;1,85;4,099559e-03
9972;"T3";"G4";770;0,38;2,94;0,03
9973;"T3";"H1";770;0,30;5,54;0,04
9974;"T3";"H2a";770;0,18;2,12;0,01
9975;"T3";"H2b";770;0,54;2,70;0,10
9976;"T3";"H3a";770;0,31;3,68;0,03
9977;"T3";"H3b";770;0,16;1,69;0,02
9978;"T3";"H3c";770;0,08;1,75;3,252416e-03
9979;"T3";"I1";770;0,03;1,44;1,243265e-03
9980;"T3";"I2a";770;0,11;2,39;6,130187e-03
9981;"T3";"I2b";770;0,01;1,25;5,177112e-05
9982;"T3";"I2c";770;0,01;1,37;7,22272e-05
9983;"T3";"I2e";770;0,02;1,50;6,255883e-05
9984;"T3";"I3";770;0,01;1,33;1,518911e-04
9985;"T3";"I4";770;0,03;1,50;9,771855e-04
9986;"T3";"I6";770;0,04;2,00;3,852553e-04
9987;"T3";"J1";770;6,060606e-03;1,00;2,584794e-05
9988;"T3";"D1";771;4,901961e-03;2,00;3,863989e-05
9989;"T3";"D2";771;2,409639e-03;1,00;1,608469e-05
9990;"T3";"D3";771;6,711409e-03;2,00;1,693853e-04
9991;"T3";"D6";771;0,01;1,75;2,755499e-04
9992;"T3";"G3";771;0,01;2,00;8,967087e-04
9993;"T3";"G4";771;0,03;5,87;3,700355e-03
9994;"T3";"H2a";771;0,06;1,33;0,02
9995;"T3";"H2b";771;0,02;9,60;2,963278e-03
9996;"T3";"H3a";771;0,05;7,20;0,01
9997;"T3";"H3b";771;0,02;2,00;5,690512e-03
9998;"T3";"I1";771;3,144654e-03;4,00;1,426004e-04
9999;"T3";"I2a";771;2,932551e-03;2,00;4,550057e-05
10000;"T3";"J1";771;6,060606e-03;2,00;2,770361e-04
10001;"T3";"C1";772;0,01;1,00;2,009229e-04
10002;"T3";"C2";772;0,06;2,25;3,344765e-03
10003;"T3";"C3";772;0,08;1,90;7,76972e-03
10004;"T3";"D1";772;0,09;1,40;0,01
10005;"T3";"D2";772;0,02;1,55;9,042477e-04
10006;"T3";"D3";772;0,02;1,00;1,058054e-03
10007;"T3";"D4";772;0,02;1,00;3,631608e-04
10008;"T3";"D5";772;0,01;1,00;3,101498e-04
10009;"T3";"J3";772;0,01;2,00;4,801184e-04
10010;"T3";"A";780;0,03;1,50;7,150932e-05
10011;"T3";"B";780;0,30;1,17;9,309584e-03
10012;"T3";"C1";780;0,85;3,79;0,05
10013;"T3";"C2";780;0,77;6,57;0,04
10014;"T3";"C3";780;0,62;3,66;0,04
10015;"T3";"D1";780;0,15;1,96;2,911718e-03
10016;"T3";"D2";780;0,02;1,66;1,021616e-04
10017;"T3";"D3";780;0,04;1,85;6,508216e-04
10018;"T3";"D5";780;0,04;2,00;2,190039e-04
10019;"T3";"D6";780;0,01;1,75;2,160679e-05
10020;"T3";"G4";780;4,504505e-03;2,00;4,533708e-06
10021;"T3";"H3c";780;0,04;1,50;6,833553e-04
10022;"T3";"I1";780;1,048218e-03;1,00;1,242419e-06
10023;"T3";"I6";780;9,90099e-03;1,00;1,295117e-05
10024;"T3";"J1";780;0,04;3,71;1,064443e-03
10025;"T3";"J3";780;0,31;6,25;0,01
10026;"T3";"C2";781;0,01;2,00;1,418346e-04
10027;"T3";"C3";781;0,01;5,00;1,912597e-04
10028;"T3";"D1";781;0,04;3,77;1,47383e-03
10029;"T3";"D2";781;4,819277e-03;2,50;3,029696e-05
10030;"T3";"D3";781;0,02;1,66;7,178683e-04
10031;"T3";"D4";781;0,16;1,71;0,01
10032;"T3";"D5";781;0,02;1,80;3,287973e-04
10033;"T3";"D6";781;0,04;3,16;2,627554e-03
10034;"T3";"G1a";781;0,03;1,00;2,23962e-03
10035;"T3";"G2b";781;0,02;2,50;1,088293e-03
10036;"T3";"G4";781;0,07;2,56;6,969952e-03
10037;"T3";"H1";781;0,02;2,00;1,781525e-03
10038;"T3";"H2a";781;0,02;1,50;1,435925e-03
10039;"T3";"H2b";781;0,01;2,50;2,232641e-04
10040;"T3";"H3c";781;0,02;2,00;1,025942e-03
10041;"T3";"I1";781;1,048218e-03;1,00;7,461129e-06
10042;"T3";"B";782;0,02;2,50;2,366707e-04
10043;"T3";"C1";782;0,07;1,00;1,941333e-03
10044;"T3";"C2";782;0,01;2,00;1,262398e-04
10045;"T3";"C3";782;0,07;6,05;3,447167e-03
10046;"T3";"D1";782;0,16;5,05;0,01
10047;"T3";"D2";782;0,04;3,85;2,696578e-03
10048;"T3";"D3";782;0,02;2,33;6,389378e-04
10049;"T3";"D4";782;0,04;1,00;8,772221e-04
10050;"T3";"D5";782;0,12;3,37;8,533548e-03
10051;"T3";"D6";782;5,063291e-03;2,00;2,887224e-05
10052;"T3";"E2";782;0,01;2,00;6,476804e-05
10053;"T3";"G4";782;0,01;2,33;2,180952e-04
10054;"T3";"C2";783;0,08;3,80;0,01
10055;"T3";"C3";783;0,01;2,25;7,446562e-04
10056;"T3";"D1";783;9,803922e-03;1,50;2,833705e-04
10057;"T3";"G4";783;9,009009e-03;1,00;4,240159e-04
10058;"T3";"J3";783;0,01;2,00;1,268286e-03
10059;"T3";"A";784;0,05;2,00;1,204466e-04
10060;"T3";"C1";784;0,57;2,25;0,01
10061;"T3";"C2";784;0,75;6,27;0,03
10062;"T3";"C3";784;0,64;2,69;0,03
10063;"T3";"D1";784;0,24;2,14;5,670421e-03
10064;"T3";"D2";784;0,02;2,45;1,142451e-04
10065;"T3";"D3";784;0,08;2,38;1,680358e-03
10066;"T3";"D4";784;0,06;4,00;2,764338e-04
10067;"T3";"D5";784;0,10;1,54;9,443299e-04
10068;"T3";"D6";784;0,03;4,92;1,708466e-04
10069;"T3";"G1a";784;0,05;1,66;6,281593e-04
10070;"T3";"G1b";784;0,04;1,00;3,30759e-04
10071;"T3";"G2a";784;0,01;2,00;3,784452e-05
10072;"T3";"G3";784;0,02;1,00;2,105478e-04
10073;"T3";"G4";784;0,03;1,42;1,663025e-04
10074;"T3";"H2a";784;0,01;2,00;4,474915e-05
10075;"T3";"H2b";784;0,05;1,44;5,635817e-04
10076;"T3";"H3a";784;0,04;2,00;4,986849e-04
10077;"T3";"H3c";784;0,19;4,00;0,01
10078;"T3";"I1";784;0,03;1,22;8,938012e-04
10079;"T3";"I2a";784;0,01;1,66;9,615211e-05
10080;"T3";"I2c";784;1,626016e-03;1,00;7,1002e-07
10081;"T3";"I2d";784;3,448276e-03;1,00;4,914612e-06
10082;"T3";"I6";784;0,08;1,88;7,85314e-04
10083;"T3";"J1";784;0,24;2,73;0,02
10084;"T3";"J2";784;0,19;4,40;9,609803e-03
10085;"T3";"J3";784;0,72;4,18;0,05
10086;"T3";"A";785;0,07;2,00;4,585853e-04
10087;"T3";"B";785;0,09;1,00;1,437529e-03
10088;"T3";"C1";785;0,30;1,88;0,01
10089;"T3";"C2";785;0,48;2,25;0,02
10090;"T3";"C3";785;0,35;2,32;0,02
10091;"T3";"D1";785;0,24;1,73;0,01
10092;"T3";"D2";785;0,05;1,65;1,069685e-03
10093;"T3";"D3";785;0,08;1,16;3,066379e-03
10094;"T3";"D4";785;0,04;2,00;2,631218e-04
10095;"T3";"D5";785;0,04;1,90;3,51115e-04
10096;"T3";"D6";785;0,01;1,57;1,060874e-04
10097;"T3";"G4";785;4,504505e-03;2,00;7,268604e-06
10098;"T3";"H3a";785;5,076142e-03;2,00;1,318528e-05
10099;"T3";"I1";785;3,144654e-03;1,00;1,792702e-05
10100;"T3";"J1";785;0,02;2,00;5,57242e-04
10101;"T3";"J2";785;0,07;1,50;3,292931e-03
10102;"T3";"J3";785;0,13;2,14;4,261301e-03
10103;"T3";"C3";786;4,0e-03;1,00;3,702048e-06
10104;"T3";"D2";786;2,409639e-03;3,00;2,345728e-06
10105;"T3";"D5";786;0,03;1,87;2,606794e-04
10106;"T3";"D6";786;0,01;9,16;9,04165e-05
10107;"T3";"G1a";786;0,03;2,50;6,93606e-04
10108;"T3";"G2a";786;0,01;3,00;9,402179e-05
10109;"T3";"G2b";786;0,02;1,50;3,370422e-04
10110;"T3";"G3";786;0,05;1,75;2,09236e-03
10111;"T3";"G4";786;0,07;2,58;2,436836e-03
10112;"T3";"H1";786;0,19;5,28;0,02
10113;"T3";"H2a";786;0,02;1,00;4,447032e-04
10114;"T3";"H2b";786;0,39;7,25;0,08
10115;"T3";"H3a";786;0,49;8,74;0,14
10116;"T3";"H3b";786;0,08;7,28;0,01
10117;"T3";"H3c";786;0,02;13,00;3,177324e-04
10118;"T3";"I1";786;0,03;4,74;2,22058e-03
10119;"T3";"I2a";786;0,18;7,54;0,02
10120;"T3";"I2b";786;0,01;2,00;1,264395e-04
10121;"T3";"I2c";786;4,878049e-03;2,33;1,587591e-05
10122;"T3";"I2d";786;6,896552e-03;2,50;4,883991e-05
10123;"T3";"I3";786;0,01;2,50;1,055177e-04
10124;"T3";"I6";786;9,90099e-03;2,00;2,408707e-05
10125;"T3";"J1";786;0,03;2,60;1,010046e-03
10126;"T3";"B";795;0,02;1,00;5,675474e-03
10127;"T3";"D2";795;4,819277e-03;7,00;6,46652e-04
10128;"T3";"A";799;0,01;2,00;1,010526e-03
10129;"T3";"D2";799;0,01;1,60;1,782327e-03
10130;"T3";"D3";799;6,711409e-03;2,00;7,507763e-04
10131;"T3";"I6";799;0,01;1,50;2,928287e-03
10132;"T3";"G1a";804;0,01;3,00;1,213344e-03
10133;"T3";"H2b";804;0,02;2,00;3,023908e-03
10134;"T3";"H3a";804;0,05;4,36;0,01
10135;"T3";"I1";804;5,24109e-03;4,00;4,042167e-04
10136;"T3";"I2a";804;0,07;5,40;0,03
10137;"T3";"I2b";804;2,739726e-03;2,00;3,538947e-05
10138;"T3";"I2c";804;1,626016e-03;13,00;1,234319e-05
10139;"T3";"I2d";804;3,448276e-03;1,00;8,543699e-05
10140;"T3";"I6";804;0,03;14,00;2,696715e-03
10141;"T3";"J1";804;0,01;5,66;2,544339e-03
10142;"T3";"A";805;0,09;1,00;0,01
10143;"T3";"D2";805;7,228916e-03;1,00;3,545584e-04
10144;"T3";"A";807;0,03;2,00;7,726859e-05
10145;"T3";"C1";807;0,01;2,00;2,452845e-05
10146;"T3";"C2";807;0,01;2,00;2,552033e-05
10147;"T3";"C3";807;0,06;2,23;6,215919e-04
10148;"T3";"D1";807;0,25;3,25;8,852644e-03
10149;"T3";"D2";807;0,23;3,77;0,01
10150;"T3";"D3";807;0,10;4,81;3,67406e-03
10151;"T3";"D4";807;0,55;2,20;0,02
10152;"T3";"D5";807;0,21;5,65;5,68178e-03
10153;"T3";"D6";807;0,35;3,44;0,02
10154;"T3";"E1";807;0,12;2,66;4,611295e-03
10155;"T3";"E2";807;0,28;2,91;6,926384e-03
10156;"T3";"G1a";807;0,15;3,00;6,447603e-03
10157;"T3";"G1b";807;0,04;1,00;4,774223e-04
10158;"T3";"G2a";807;0,25;2,76;0,01
10159;"T3";"G2b";807;0,08;1,75;3,133067e-03
10160;"T3";"G3";807;0,01;1,00;7,597695e-05
10161;"T3";"G4";807;0,12;2,00;3,840696e-03
10162;"T3";"H1";807;0,02;2,00;3,205502e-04
10163;"T3";"H2b";807;5,586592e-03;2,00;1,004299e-05
10164;"T3";"H3a";807;0,01;2,00;3,554612e-05
10165;"T3";"H3b";807;0,01;2,00;1,205374e-04
10166;"T3";"H3c";807;0,02;3,00;1,84598e-04
10167;"T3";"I1";807;2,096436e-03;1,00;5,369929e-06
10168;"T3";"D4";808;0,02;3,00;4,34904e-04
10169;"T3";"D6";808;0,01;1,66;5,15308e-04
10170;"T3";"E2";808;0,01;13,00;1,284413e-04
10171;"T3";"F";808;0,07;2,00;3,359076e-03
10172;"T3";"G1a";808;0,01;2,00;9,882619e-04
10173;"T3";"G2a";808;0,01;2,00;5,358555e-04
10174;"T3";"G2b";808;0,02;1,50;1,920894e-03
10175;"T3";"G4";808;0,09;5,19;0,02
10176;"T3";"H2b";808;0,03;1,83;3,546656e-03
10177;"T3";"H3a";808;5,076142e-03;1,00;8,717379e-05
10178;"T3";"A";813;0,09;1,40;1,010746e-03
10179;"T3";"B";813;0,03;1,00;2,253079e-04
10180;"T3";"C1";813;0,67;4,39;0,07
10181;"T3";"C2";813;0,18;2,27;6,462952e-03
10182;"T3";"C3";813;0,18;4,48;9,115736e-03
10183;"T3";"D1";813;0,10;2,90;3,316431e-03
10184;"T3";"D2";813;0,01;2,00;7,130867e-05
10185;"T3";"D3";813;0,01;2,00;1,201505e-04
10186;"T3";"D4";813;0,04;1,50;3,711581e-04
10187;"T3";"D5";813;0,03;1,62;3,169797e-04
10188;"T3";"D6";813;0,01;2,71;1,496463e-04
10189;"T3";"G1a";813;0,01;4,00;2,108519e-04
10190;"T3";"G4";813;4,504505e-03;2,00;1,025305e-05
10191;"T3";"J3";813;0,01;2,00;1,226728e-04
10192;"T3";"A";814;0,01;3,00;1,447558e-03
10193;"T3";"D1";814;9,803922e-03;2,50;9,813397e-04
10194;"T3";"D3";814;6,711409e-03;2,00;1,075472e-03
10195;"T3";"D5";814;4,484305e-03;2,00;1,773313e-04
10196;"T3";"C2";821;0,08;4,60;0,01
10197;"T3";"J3";821;0,03;7,50;5,688167e-03
10198;"T3";"A";822;0,01;1,00;1,491779e-03
10199;"T3";"C3";822;8,0e-03;5,00;6,643991e-04
10200;"T3";"D1";822;4,901961e-03;2,00;2,528296e-04
10201;"T3";"D2";822;2,409639e-03;1,00;1,052458e-04
10202;"T3";"D5";822;4,484305e-03;1,00;1,827485e-04
10203;"T3";"C3";823;4,0e-03;4,00;5,685618e-06
10204;"T3";"D1";823;0,01;7,33;7,788951e-05
10205;"T3";"D3";823;6,711409e-03;1,00;3,793817e-05
10206;"T3";"D4";823;0,04;4,00;4,687808e-04
10207;"T3";"D5";823;0,02;2,50;2,251982e-04
10208;"T3";"D6";823;0,12;27,66;8,887166e-03
10209;"T3";"E2";823;0,01;2,00;3,461155e-05
10210;"T3";"F";823;0,07;60,00;9,051826e-04
10211;"T3";"G1a";823;0,47;19,00;0,16
10212;"T3";"G1b";823;0,23;1,60;0,03
10213;"T3";"G2a";823;0,04;2,33;1,299591e-03
10214;"T3";"G2b";823;0,03;13,33;1,164669e-03
10215;"T3";"G3";823;0,02;2,00;8,033632e-04
10216;"T3";"G4";823;0,02;8,00;4,661938e-04
10217;"T3";"H2b";823;5,586592e-03;1,00;2,654807e-05
10218;"T3";"I1";823;2,096436e-03;1,00;1,419511e-05
10219;"T3";"D6";824;2,531646e-03;1,00;1,745167e-04
10220;"T3";"G4";824;4,504505e-03;1,00;5,858956e-04
10221;"T3";"H2b";824;5,586592e-03;1,00;1,201128e-03
10222;"T3";"H3b";824;0,01;1,00;0,01
10223;"T3";"C3";826;8,0e-03;1,50;8,284708e-06
10224;"T3";"D1";826;4,901961e-03;1,00;3,152652e-06
10225;"T3";"D2";826;0,01;3,20;3,280899e-05
10226;"T3";"D3";826;0,02;2,33;1,243823e-04
10227;"T3";"D4";826;0,20;1,44;3,458075e-03
10228;"T3";"D5";826;0,06;4,07;4,466404e-04
10229;"T3";"D6";826;0,14;3,18;4,891301e-03
10230;"T3";"F";826;0,28;1,25;5,27589e-03
10231;"T3";"G1a";826;0,11;2,33;3,492453e-03
10232;"T3";"G1b";826;0,04;2,00;4,597402e-04
10233;"T3";"G2a";826;0,19;5,53;8,889767e-03
10234;"T3";"G2b";826;0,16;6,12;0,01
10235;"T3";"G3";826;0,07;3,66;2,633868e-03
10236;"T3";"G4";826;0,62;7,60;0,09
10237;"T3";"H1";826;0,13;2,20;7,716951e-03
10238;"T3";"H2a";826;0,47;5,45;0,10
10239;"T3";"H2b";826;0,39;4,73;0,04
10240;"T3";"H3a";826;0,05;3,00;8,557402e-04
10241;"T3";"H3b";826;0,06;1,40;2,901827e-03
10242;"T3";"H3c";826;0,02;2,00;1,777611e-04
10243;"T3";"I1";826;5,24109e-03;1,60;3,231903e-05
10244;"T3";"I2a";826;0,01;3,20;9,281049e-05
10245;"T3";"J1";826;0,01;1,00;9,041416e-05
10246;"T3";"A";830;0,01;2,00;1,613977e-05
10247;"T3";"C3";830;0,10;4,07;1,310055e-03
10248;"T3";"D1";830;0,37;2,12;0,01
10249;"T3";"D2";830;0,14;2,96;4,236988e-03
10250;"T3";"D3";830;0,28;2,35;0,02
10251;"T3";"D4";830;0,04;1,00;1,481679e-04
10252;"T3";"D5";830;0,43;2,33;0,01
10253;"T3";"D6";830;0,19;2,11;7,04194e-03
10254;"T3";"E1";830;0,12;2,66;3,852808e-03
10255;"T3";"E2";830;0,22;2,77;3,544462e-03
10256;"T3";"F";830;0,07;4,00;2,861018e-04
10257;"T3";"G1a";830;0,09;4,20;2,104325e-03
10258;"T3";"G1b";830;0,09;1,00;1,595575e-03
10259;"T3";"G2a";830;0,27;2,00;0,01
10260;"T3";"G2b";830;0,16;3,25;0,01
10261;"T3";"G3";830;0,11;1,55;5,141873e-03
10262;"T3";"G4";830;0,35;2,42;0,02
10263;"T3";"H1";830;0,05;2,50;1,071298e-03
10264;"T3";"H2a";830;0,07;1,57;2,644395e-03
10265;"T3";"H2b";830;0,12;1,56;4,438876e-03
10266;"T3";"H3a";830;0,01;2,00;6,68235e-05
10267;"T3";"H3b";830;0,01;3,00;1,007109e-04
10268;"T3";"H3c";830;0,08;1,75;2,467751e-03
10269;"T3";"I1";830;0,01;1,40;2,523745e-04
10270;"T3";"I2a";830;2,932551e-03;2,00;3,221082e-06
10271;"T3";"I2b";830;2,739726e-03;8,00;2,455064e-06
10272;"T3";"I2c";830;6,504065e-03;2,00;1,370049e-05
10273;"T3";"I2d";830;3,448276e-03;1,00;5,926998e-06
10274;"T3";"I2e";830;0,01;2,00;1,186653e-05
10275;"T3";"I3";830;0,03;2,50;4,609859e-04
10276;"T3";"I6";830;0,04;2,00;2,923101e-04
10277;"T3";"J1";830;0,01;2,00;7,844788e-05
10278;"T3";"C2";832;0,13;5,75;6,134976e-04
10279;"T3";"C3";832;0,02;1,50;2,908416e-05
10280;"T3";"D1";832;4,901961e-03;9,00;1,229739e-06
10281;"T3";"D2";832;2,409639e-03;2,00;5,119054e-07
10282;"T3";"D3";832;0,01;2,50;2,156318e-05
10283;"T3";"D5";832;8,96861e-03;2,50;3,555485e-06
10284;"T3";"D6";832;2,531646e-03;1,00;5,480967e-07
10285;"T3";"H2a";832;0,01;2,00;2,426176e-05
10286;"T3";"H2b";832;0,03;2,42;1,848441e-04
10287;"T3";"H3a";832;0,16;5,75;3,635019e-03
10288;"T3";"H3b";832;0,14;1,45;5,4784e-03
10289;"T3";"H3c";832;0,04;2,00;2,773534e-04
10290;"T3";"I1";832;0,11;5,80;5,881697e-03
